methods pbe pbe-d3 camb3lyp-d3 b3lyp/gtbas1 hf/gtbas1 hf/gtbas2 hf/gtbas3 hf/gtlargexp hf/gfhfb1 hf/gfhfb2 mp2/gtbas1 mp2/gtbas2 mp2/gtbas3 mp2/gtlargexp mp4/gtbas1 mp4/gtbas2 mp4/gtbas3 ccsd(t)/gtbas1 g4(0k) zpe camb3lyp wb97xd
f5_C3H6N2_003 -227.192902072 -227.201122296 -227.366951202 -227.411856223 -225.946371657 -225.955631919 -225.978829575 -226.036670957 -226.054226483 -226.057824962 -0.22664918030091E03 -0.22666793365517E03 -0.22682724634227E03 -0.22715478344790E03 -0.22671627040E03 -0.22673532512E03 -0.22690394928E03 -0.22671678109E03 -227.261207 0.090380 -227.360992095 -227.398411039
f5_C3H6N2_004 -227.152129806 -227.159947178 -227.324306587 -227.373287764 -225.911862181 -225.919777857 -225.938518339 -225.993212493 -226.011059387 -226.014532148 -0.22661734829894E03 -0.22663446605376E03 -0.22678801778694E03 -0.22711137674344E03 -0.22668744473E03 -0.22670497915E03 -0.22686786523E03 -0.22668814727E03 -227.223376 0.088392 -227.318591823 -227.356140675
f5_C3H6N2_005 -227.205391122 -227.213286814 -227.384869117 -227.429631536 -225.980379329 -225.987498106 -226.008536874 -226.063533467 -226.080753800 -226.084203880 -0.22668592032800E03 -0.22670143052015E03 -0.22685885371172E03 -0.22718201263633E03 -0.22675017205E03 -0.22676641869E03 -0.22693342656E03 -0.22674797779E03 -227.283669 0.090228 -227.379132806 -227.417333864
f5_C3H6N2_006 -227.145063003 -227.152871036 -227.315041311 -227.364971764 -225.905183745 -225.910743884 -225.930250291 -225.982114035 -225.999405839 -226.002901836 -0.22661618873780E03 -0.22663017842985E03 -0.22678599125643E03 -0.22710538016738E03 -0.22668497229E03 -0.22669961750E03 -0.22686493225E03 -0.22668528297E03 -227.209570 0.089588 -227.309481597 -227.351101675
f5_C3H6O2_000 -268.186759437 -268.193776839 -268.393482976 -268.422578487 -266.844703161 -266.851813000 -266.877353243 -266.948188510 -266.970015896 -266.974613379 -0.26758481396244E03 -0.26760238887053E03 -0.26779173847471E03 -0.26814634190150E03 -0.26764492024E03 -0.26766392001E03 -0.26786512735E03 -0.26764209890E03 -268.261088 0.088996 -268.388502115 -268.417180005
f5_C3H6O2_001 -268.171581399 -268.178175932 -268.379357942 -268.410706526 -266.834827929 -266.841913644 -266.863864784 -266.934854218 -266.956140062 -266.960688193 -0.26757271662099E03 -0.26758994443146E03 -0.26777588191124E03 -0.26812953664277E03 -0.26763434858E03 -0.26765312331E03 -0.26785122252E03 -0.26763106411E03 -268.246154 0.088133 -268.374654920 -268.401102606
f5_C3H6O2_002 -268.131069948 -268.138240140 -268.338594268 -268.363423676 -266.776198028 -266.787214760 -266.814524980 -266.889590005 -266.911913804 -266.916681064 -0.26751572155842E03 -0.26753912955514E03 -0.26772877904368E03 -0.26808961117820E03 -0.26757609547E03 -0.26760073366E03 -0.26780192253E03 -0.26757610149E03 -268.207718 0.088730 -268.333463723 -268.360311756
f5_C3H6O2_003 -268.131204846 -268.138414125 -268.336055854 -268.362707595 -266.770062281 -266.779412899 -266.809064572 -266.882668401 -266.905171562 -266.909959104 -0.26751332203003E03 -0.26753465287871E03 -0.26772694075018E03 -0.26808651471187E03 -0.26757375127E03 -0.26759638759E03 -0.26780003729E03 -0.26757333033E03 -268.205793 0.087365 -268.330896056 -268.358564087
f5_C3H6O2_004 -268.109022878 -268.115763484 -268.312443243 -268.339547395 -266.755221270 -266.764424494 -266.788316288 -266.861577791 -266.883259519 -266.887972231 -0.26750069136904E03 -0.26752232194024E03 -0.26770857394575E03 -0.26806659234606E03 -0.26755991316E03 -0.26758306545E03 -0.26778111880E03 -0.26755871837E03 -268.181801 0.089411 -268.307688517 -268.337051094
f5_C3H6OS_000 -591.032523576 -591.041140377 -591.361419006 -591.375047151 -589.475065213 -589.480506501 -589.505000425 -589.579183176 -589.601488038 -589.606271943 -0.59016448133427E03 -0.59017860625577E03 -0.59036703562759E03 -0.59097846678941E03 -0.59023610564E03 -0.59025135154E03 -0.59045480827E03 -0.59023363718E03 -591.113751 0.083600 -591.354801087 -591.373226589
f5_C3H6OS_001 -591.029409663 -591.038038653 -591.359837545 -591.373098902 -589.473311308 -589.478370551 -589.504871482 -589.578730418 -589.601144382 -589.605811209 -0.59016044502158E03 -0.59017403483835E03 -0.59036431356568E03 -0.59097529965371E03 -0.59023275214E03 -0.59024747628E03 -0.59045264148E03 -0.59023039764E03 -591.111744 0.083087 -591.353275684 -591.372118679
f5_C3H6OS_002 -591.015819710 -591.024773114 -591.350029898 -591.360416374 -589.465810035 -589.471792697 -589.497258010 -589.572296849 -589.594642870 -589.599370545 -0.59014778106315E03 -0.59016283550655E03 -0.59035194258028E03 -0.59096445171018E03 -0.59022006409E03 -0.59023621350E03 -0.59044023096E03 -0.59021862038E03 -591.102183 0.082639 -591.343135803 -591.361860892
f5_C3H6OS_003 -590.981117451 -590.990101140 -591.312938357 -591.321289204 -589.411239533 -589.418958200 -589.447984998 -589.525748258 -589.549678057 -589.555346707 -0.59010183933244E03 -0.59011903787350E03 -0.59031097601036E03 -0.59092705972989E03 -0.59017304200E03 -0.59019117118E03 -0.59039772119E03 -0.59017380045E03 -591.066696 0.083982 -591.305977388 -591.322380299
f5_C3H7NO_000 -248.310252122 -248.318116230 -248.505509033 -248.545001581 -247.004282893 -247.011549491 -247.034141075 -247.097447095 -247.116863825 -247.120994401 -0.24772896070557E03 -0.24774611292921E03 -0.24792634533191E03 -0.24826784618435E03 -0.24779469921E03 -0.24781301548E03 -0.24800490077E03 -0.24779244825E03 -248.374020 0.100053 -248.499913290 -248.536014705
f5_C3H7NO_001 -248.317414031 -248.325497657 -248.513161091 -248.550288966 -247.010301572 -247.018045152 -247.041942300 -247.106020592 -247.125658923 -247.129805655 -0.24773510345780E03 -0.24775305806645E03 -0.24793415426333E03 -0.24827694087676E03 -0.24780021621E03 -0.24781924812E03 -0.24801197675E03 -0.24779812030E03 -248.382865 0.099880 -248.507414277 -248.544330432
f5_C3H7NO_002 -248.214826048 -248.222632837 -248.407608782 -248.447828302 -246.896247685 -246.904861732 -246.927733901 -246.992343866 -247.012514587 -247.016716976 -0.24762461850681E03 -0.24764368814029E03 -0.24782389705108E03 -0.24816627976697E03 -0.24769377736E03 -0.24771398277E03 -0.24790514332E03 -0.24769425799E03 -248.279124 0.099620 -248.401939327 -248.436350411
f5_C3H7NO_003 -248.240928143 -248.248907214 -248.431293004 -248.472119763 -246.919795997 -246.927329977 -246.950992677 -247.013793854 -247.034335296 -247.038527667 -0.24765376165423E03 -0.24767229907786E03 -0.24785076940523E03 -0.24819301231437E03 -0.24772227011E03 -0.24774193575E03 -0.24793157514E03 -0.24772242602E03 -248.306313 0.098749 -248.425538470 -248.461507618
f5_C3H7NO_004 -248.285468052 -248.293363356 -248.479792386 -248.519416416 -246.973719011 -246.980843344 -247.006763113 -247.070041519 -247.089821343 -247.094017934 -0.24770202722946E03 -0.24771919865057E03 -0.24790204467315E03 -0.24824394638027E03 -0.24776763428E03 -0.24778597350E03 -0.24798014776E03 -0.24776694059E03 -248.352023 0.099704 -248.474175513 -248.509748928
f5_C3H7NO_005 -248.277583942 -248.285422379 -248.473269652 -248.513666943 -246.970030894 -246.977130627 -247.001056740 -247.064724952 -247.084206187 -247.088387232 -0.24769578683540E03 -0.24771259767197E03 -0.24789407387902E03 -0.24823531548823E03 -0.24776284601E03 -0.24778080340E03 -0.24797375341E03 -0.24776185781E03 -248.343827 0.100212 -248.467662227 -248.502319183
f5_C3H7NO_006 -248.287508608 -248.295631192 -248.483239770 -248.521343637 -246.981188788 -246.989274737 -247.012825644 -247.077096931 -247.096570204 -247.100718239 -0.24770591017461E03 -0.24772434866887E03 -0.24790453294060E03 -0.24824663983672E03 -0.24777298774E03 -0.24779249868E03 -0.24798405316E03 -0.24777131530E03 -248.354564 0.099833 -248.477463074 -248.514562395
f5_C3H7NO_007 -248.292086376 -248.300183682 -248.487089075 -248.525294593 -246.980682439 -246.987942197 -247.015548627 -247.079137157 -247.099122770 -247.103364479 -0.24770822137544E03 -0.24772579398056E03 -0.24791004330985E03 -0.24825227140490E03 -0.24777370774E03 -0.24779239198E03 -0.24798777928E03 -0.24777329505E03 -248.359108 0.101064 -248.481283258 -248.517732295
f5_C3H7NO_008 -248.218314090 -248.226553830 -248.410487400 -248.448945786 -246.895826808 -246.904695576 -246.929666302 -246.994603774 -247.015098688 -247.019340868 -0.24762544982537E03 -0.24764541505970E03 -0.24782620090778E03 -0.24817083147257E03 -0.24769324967E03 -0.24771430345E03 -0.24790605303E03 -0.24769433932E03 -248.282908 0.099929 -248.404549676 -248.440131886
f5_C3H7NO_009 -248.293953434 -248.302208603 -248.488855137 -248.530458761 -246.987931552 -246.994934227 -247.016074156 -247.078903554 -247.098231864 -247.102308510 -0.24771525058808E03 -0.24773175396122E03 -0.24791130084252E03 -0.24825198184842E03 -0.24778112185E03 -0.24779883383E03 -0.24798995854E03 -0.24777874571E03 -248.357648 0.100427 -248.482944881 -248.519203220
f5_C3H7NO_010 -248.225888334 -248.233758226 -248.408316381 -248.452667485 -246.885553132 -246.895236994 -246.915290071 -246.979779911 -246.999744157 -247.003919883 -0.24763308506585E03 -0.24765287397585E03 -0.24782973717015E03 -0.24817281488050E03 -0.24770218468E03 -0.24772294930E03 -0.24791135714E03 -0.24769889119E03 -248.282376 0.099104 -248.402719087 -248.439139616
f5_C3H7NO_011 -248.222469521 -248.230612502 -248.406056202 -248.450378104 -246.884896348 -246.894314364 -246.914574670 -246.978702579 -246.998760564 -247.002927381 -0.24763212369932E03 -0.24765160945191E03 -0.24782876968821E03 -0.24817130654889E03 -0.24770082799E03 -0.24772136475E03 -0.24791001795E03 -0.24769785446E03 -248.279626 0.100452 -248.400250790 -248.437049533
f5_C3H7NO_012 -248.229049154 -248.237253649 -248.410806665 -248.453499167 -246.886727271 -246.897096278 -246.917425748 -246.982835228 -247.003042408 -247.007276295 -0.24763432763609E03 -0.24765472589806E03 -0.24783157985464E03 -0.24817566908469E03 -0.24770337285E03 -0.24772477559E03 -0.24791294297E03 -0.24770037442E03 -248.283773 0.100943 -248.404933806 -248.442952577
f5_C3H7NS_000 -571.137423687 -571.147408814 -571.459210919 -571.476788157 -569.611047879 -569.617175800 -569.646624876 -569.714865687 -569.735544968 -569.740128507 -0.57028081060914E03 -0.57029592606251E03 -0.57048354509638E03 -0.57108564885621E03 -0.57035635859E03 -0.57037212310E03 -0.57057344145E03 -0.57035785011E03 -571.213112 0.095159 -571.451513862 -571.477622219
f5_C3H8N2_000 -228.414780845 -228.424040932 -228.597755988 -228.642558275 -227.130956213 -227.139652455 -227.166827774 -227.224595891 -227.242711739 -227.246549402 -0.22784395076846E03 -0.22786359573789E03 -0.22804141363715E03 -0.22837385139557E03 -0.22791358560E03 -0.22793393818E03 -0.22812213919E03 -0.22791472797E03 -228.470477 0.113044 -228.591088519 -228.635550842
f5_C3H8N2_001 -228.404900745 -228.414276986 -228.589633212 -228.634529558 -227.124749958 -227.133999982 -227.159178617 -227.217446111 -227.235341341 -227.239141009 -0.22783527703780E03 -0.22785524706498E03 -0.22803174644504E03 -0.22836449492210E03 -0.22790536741E03 -0.22792601557E03 -0.22811310484E03 -0.22790650432E03 -228.461278 0.113216 -228.582902780 -228.627019307
f5_C3H8N2_002 -228.391203217 -228.400408778 -228.571344499 -228.621498895 -227.109306053 -227.116334863 -227.140075986 -227.194894880 -227.212938587 -227.216667794 -0.22782814949521E03 -0.22784496407363E03 -0.22801858765628E03 -0.22834652035090E03 -0.22790035214E03 -0.22791798210E03 -0.22810218756E03 -0.22790098380E03 -228.446703 0.111751 -228.564721016 -228.609433867
f5_C3H8N2_003 -228.415113029 -228.424446804 -228.598987618 -228.647438516 -227.140846634 -227.147896431 -227.172555969 -227.228248100 -227.245872676 -227.249612711 -0.22785332879389E03 -0.22787005438170E03 -0.22804531537345E03 -0.22837416338296E03 -0.22792434680E03 -0.22794193366E03 -0.22812799587E03 -0.22792455493E03 -228.471790 0.112604 -228.592282821 -228.637065062
f5_C3H8N2_004 -228.419550134 -228.428688444 -228.602967267 -228.650796889 -227.143680256 -227.151138815 -227.175276806 -227.231432860 -227.249040662 -227.252781889 -0.22785778184139E03 -0.22787538685498E03 -0.22804965033790E03 -0.22837923842064E03 -0.22792812971E03 -0.22794655795E03 -0.22813174377E03 -0.22792829247E03 -228.476917 0.111867 -228.596432775 -228.640622943
f5_C3H8N2_005 -228.410585487 -228.419852285 -228.593864839 -228.637995616 -227.126261100 -227.135887900 -227.161575814 -227.220078432 -227.238085904 -227.241905235 -0.22784039157221E03 -0.22786105716668E03 -0.22803691728199E03 -0.22837003192299E03 -0.22791046164E03 -0.22793174197E03 -0.22811795765E03 -0.22791184740E03 -228.467216 0.112819 -228.587186501 -228.631549171
f5_C3H8N2_006 -228.425356399 -228.434752385 -228.609369562 -228.655640568 -227.149696186 -227.157326588 -227.183129593 -227.239701814 -227.257517738 -227.261300638 -0.22786260772892E03 -0.22788032739497E03 -0.22805628204197E03 -0.22838619909130E03 -0.22793299212E03 -0.22795146059E03 -0.22813823080E03 -0.22793342577E03 -228.483035 0.113021 -228.602608188 -228.647943304
f5_C3H8N2_007 -228.374990085 -228.384188309 -228.557346527 -228.607736060 -227.105790909 -227.112487277 -227.133238652 -227.187205119 -227.205231702 -227.208878766 -0.22782233274093E03 -0.22783860356570E03 -0.22800865719556E03 -0.22833461066359E03 -0.22789668921E03 -0.22791377382E03 -0.22809448041E03 -0.22789763052E03 -228.437450 0.111506 -228.550725002 -228.595797283
f5_C3H8N2_008 -228.375590794 -228.385057800 -228.558568331 -228.604634413 -227.092365194 -227.101421413 -227.125950852 -227.183814020 -227.201900491 -227.205697962 -0.22780522012889E03 -0.22782400596660E03 -0.22800004104901E03 -0.22833173490310E03 -0.22787702442E03 -0.22789650190E03 -0.22808294268E03 -0.22787828017E03 -228.430661 0.112937 -228.551772925 -228.596273979
f5_C3H8N2_009 -228.402452913 -228.411896091 -228.585896876 -228.636382706 -227.127982903 -227.134771932 -227.158168150 -227.213439421 -227.230941647 -227.234660814 -0.22784155908047E03 -0.22785724207885E03 -0.22803301205337E03 -0.22836072181004E03 -0.22791289840E03 -0.22792940246E03 -0.22811601163E03 -0.22791289830E03 -228.458484 0.112391 -228.579119079 -228.623524637
f5_C3H8O2_000 -269.348724523 -269.357214877 -269.566188890 -269.592540969 -267.964034688 -267.974147453 -268.002662438 -268.077140142 -268.099519163 -268.104442571 -0.26871575794619E03 -0.26873933039226E03 -0.26894371687515E03 -0.26930766494077E03 -0.26878045024E03 -0.26880561051E03 -0.26902289859E03 -0.26878106771E03 -269.417157 0.111549 -269.560225201 -269.594047323
f5_C3H8O2_001 -269.341594469 -269.349713412 -269.559493196 -269.589841793 -267.963662272 -267.972314972 -267.998772719 -268.072013276 -268.093958943 -268.098853375 -0.26871265398619E03 -0.26873349966670E03 -0.26893696104252E03 -0.26929804244650E03 -0.26877869479E03 -0.26880128221E03 -0.26901782958E03 -0.26877874331E03 -269.409095 0.110791 -269.553719361 -269.586234927
f5_C3H8O2_002 -269.366315414 -269.375071509 -269.584349499 -269.610259650 -267.982895842 -267.992282745 -268.021168158 -268.094811796 -268.116943729 -268.121847073 -0.26873764835175E03 -0.26876015582827E03 -0.26896493949308E03 -0.26932766140949E03 -0.26880211078E03 -0.26882635616E03 -0.26904394732E03 -0.26880228027E03 -269.437613 0.110346 -269.578181855 -269.612277082
f5_C3H8O2_003 -269.266102903 -269.274439306 -269.476313800 -269.512026567 -267.872653111 -267.879136473 -267.906050587 -267.976160461 -267.999496357 -268.004358656 -0.26863307285880E03 -0.26865129563316E03 -0.26885408299901E03 -0.26921197529581E03 -0.26870211070E03 -0.26872218474E03 -0.26893789956E03 -0.26870291870E03 -269.329602 0.109384 -269.470408816 -269.503829932
f5_C3H8O2_004 -269.348727712 -269.357218281 -269.566195092 -269.592541042 -267.964035919 -267.974147473 -268.002667303 -268.077144573 -268.099523672 -268.104447184 -0.26871575503899E03 -0.26873932545744E03 -0.26894371845742E03 -0.26930766557621E03 -0.26878044747E03 -0.26880560573E03 -0.26902290035E03 -0.26878106478E03 -269.417163 0.111544 -269.560231290 -269.594051026
f5_C3H8O2_005 -269.360149146 -269.368604200 -269.577103506 -269.604501457 -267.976806687 -267.985661165 -268.015078210 -268.088481148 -268.110833523 -268.115764843 -0.26872865526057E03 -0.26875052296653E03 -0.26895652685938E03 -0.26931889869292E03 -0.26879320583E03 -0.26881674481E03 -0.26903551684E03 -0.26879369492E03 -269.428050 0.111637 -269.571162152 -269.605593503
f5_C3H8O2_006 -269.323135652 -269.330993901 -269.541740571 -269.576292950 -267.952495800 -267.959751887 -267.983319105 -268.055469479 -268.076977107 -268.081836798 -0.26869819088506E03 -0.26871735123121E03 -0.26891884196755E03 -0.26927720592516E03 -0.26876542579E03 -0.26878645504E03 -0.26900128919E03 -0.26876538220E03 -269.388624 0.111558 -269.536138312 -269.567150472
f5_C3H8OS_000 -592.193726097 -592.204253991 -592.529627382 -592.536134921 -590.571915106 -590.579760474 -590.616061329 -590.699848680 -590.720400764 -590.728745384 -0.59127993499699E03 -0.59129859044207E03 -0.59151170494616E03 -0.59213706246907E03 -0.59135584175E03 -0.59137574573E03 -0.59160443519E03 -0.59135443308E03 -592.265696 0.106019 -592.521663022 -592.546628161
f5_C3H8OS_001 -592.180398582 -592.190500844 -592.516219570 -592.523588118 -590.557078946 -590.565429141 -590.604017157 -590.687815534 -590.708621034 -590.716944988 -0.59126293913910E03 -0.59128148094821E03 -0.59149639366415E03 -0.59212150884964E03 -0.59133928308E03 -0.59135890167E03 -0.59158939438E03 -0.59133850961E03 -592.251215 0.105908 -592.508662430 -592.534247720
f5_C3H8OS_002 -592.193726304 -592.204254215 -592.529627222 -592.536134918 -590.571914683 -590.579760049 -590.616061030 -590.699848338 -590.720400409 -590.728745025 -0.59127993481542E03 -0.59129859024903E03 -0.59151170490326E03 -0.59213706235111E03 -0.59135584163E03 -0.59137574560E03 -0.59160443518E03 -0.59135443297E03 -592.265696 0.106019 -592.521662850 -592.546627955
f5_C3H8S2_000 -915.085071144 -915.097737632 -915.553153577 -915.547958005 -913.281141696 -913.283490952 -913.319314834 -913.395824833 -913.420155553 -913.425496909 -0.91392007822553E03 -0.91392990658431E03 -0.91414859699620E03 -0.91502067142243E03 -0.91400624979E03 -0.91401708015E03 -0.91425419518E03 -0.91400884230E03 -915.169060 0.102930 -915.542853463 -915.559138709
f5_C3H9NO_000 -249.428510530 -249.437875437 -249.631071645 -249.673373994 -248.079853704 -248.086713085 -248.112502129 -248.175638074 -248.195866069 -248.200271601 -0.24882094054086E03 -0.24883955428499E03 -0.24903546643767E03 -0.24938132046389E03 -0.24889390258E03 -0.24891405778E03 -0.24912229696E03 -0.24889514599E03 -249.485377 0.122418 -249.624448888 -249.666402651
f5_C3H9NO_001 -249.494142366 -249.504240110 -249.700593409 -249.736147580 -248.146885472 -248.155960040 -248.184028990 -248.249482010 -248.269455800 -248.273897631 -0.24888840132340E03 -0.24890982589444E03 -0.24910795280233E03 -0.24945676407011E03 -0.24895825654E03 -0.24898107538E03 -0.24919145758E03 -0.24895916365E03 -249.556473 0.122747 -249.693449745 -249.736867153
f5_C3H9NO_002 -249.475764526 -249.485052018 -249.682086777 -249.722457970 -248.134708907 -248.142327711 -248.168119963 -248.232660562 -248.252439794 -248.256858493 -0.24887087919475E03 -0.24888987791945E03 -0.24908698735250E03 -0.24943345091609E03 -0.24894222585E03 -0.24896270924E03 -0.24917230470E03 -0.24894293563E03 -249.533989 0.123401 -249.675490920 -249.716966849
